genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
mandolin,0.605633445,0.554501737,246896.3516,0.452596695,0.154830226,0.188443678,-12.01215092,0.061578342,125.2424242,0.603263754,42.0332493,7,1
mandopop,0.500482822,0.551890705,271987.3464,0.465007373,0.000167696,0.17656094,-8.715725701,0.032636334,121.4400219,0.344409153,52.84721004,7,1
mangue bit,0.383231111,0.654017778,217130.6667,0.619915556,0.004156393,0.176716444,-9.872657778,0.099991111,110.0380889,0.694093333,48.26222222,11,0
manila sound,0.61808869,0.49312371,256847.866,0.354876488,0.013393234,0.167930278,-13.15639127,0.03593379,117.1147681,0.317203373,42.85079365,5,1
manitoba indie,0.510538,0.469116667,206275.6,0.430546667,0.001845315,0.151943333,-10.75168333,0.0491,134.8387167,0.32525,42.71666667,11,1
mantra,0.800135034,0.522339456,242049.0054,0.35136585,0.193477266,0.211811973,-11.84789796,0.070369728,106.3529272,0.554579592,3.602721088,7,1
marathi pop,0.762851852,0.613203704,252757.3889,0.4029,0.236359813,0.150631481,-11.65496296,0.112766667,96.03677778,0.743222222,16.27777778,3,1
marching band,0.856888889,0.464222222,211758.3333,0.442888889,0.666223246,0.191666667,-14.30944444,0.044877778,118.9787778,0.548444444,9.777777778,3,1
mariachi,0.611822095,0.527964482,199835.1872,0.358586963,0.065916366,0.2196129,-9.898703186,0.043851295,123.7151146,0.658433283,32.42860627,0,1
mariachi cristiano,0.535340697,0.579674995,264060.5741,0.478007561,0.004126861,0.209843294,-9.481928227,0.035976211,136.4857517,0.51780561,44.17104975,0,1
marimba orquesta,0.0526,0.687,165227,0.663,2.11E-05,0.212,-7.044,0.0404,151.333,0.94,27,11,1
martial industrial,0.373266667,0.379333333,247551.3333,0.547333333,0.343333333,0.226666667,-10.74733333,0.034633333,108.1663333,0.409,37.33333333,4,0
mashup,0.069517,0.6261,237051.5,0.845375,0.176620095,0.1667225,-4.936275,0.0909925,99.736575,0.4842,51.725,6,1
math rock,0.301419731,0.50546875,268300.125,0.5167,0.2511725,0.159453125,-12.49628125,0.13941875,120.9294688,0.393765625,38.28125,7,1
mathcore,0.001777867,0.2975,158724.3333,0.9695,0.004968167,0.23195,-3.958,0.227666667,163.706,0.219166667,42.83333333,9,0
mbalax,0.450266667,0.487833333,331115.3333,0.482666667,0.144830497,0.1753,-10.48583333,0.031383333,143.3528333,0.523666667,44.33333333,1,0
medieval,0.995,0.533,136072,0.00444,0.796,0.111,-29.472,0.0604,80.919,0.176,0,8,1
medieval folk,0.496793467,0.43151634,268704.498,0.419619935,0.173291658,0.159951185,-10.54955147,0.042296977,103.3829481,0.275213971,37.99918301,7,1
medieval rock,0.0290726,0.467142857,292485.4286,0.797285714,2.87E-05,0.121414286,-6.767285714,0.0591,130.8271429,0.511714286,58.71428571,11,0
meditation,0.71883432,0.266427624,386309.1263,0.185446748,0.606315331,0.117436124,-20.52425808,0.044270461,95.50620458,0.142500835,44.99145537,2,1
melancholia,0.470837506,0.500961842,247481.4404,0.45299428,0.193201761,0.164294704,-11.83250699,0.045897258,119.783241,0.412535008,44.94490358,9,1
melbourne bounce,0.037679926,0.7125,214412.2407,0.81187037,0.063402706,0.265255556,-5.061388889,0.078166667,120.8845926,0.545796296,58.5,5,1
melbourne bounce international,0.054662685,0.730273148,217944.2963,0.748217593,0.105194699,0.218874074,-6.561680556,0.092277778,125.28675,0.566050926,49.375,5,1
melbourne indie,0.00149,0.443,312227,0.737,0.0032,0.121,-4.509,0.0293,115.277,0.746,57,0,1
mellow gold,0.339747507,0.555494444,241178.2288,0.557771632,0.046132124,0.195452254,-10.72302325,0.053067626,119.3148154,0.581983231,38.33408453,9,1
melodic death metal,0.074987437,0.397174359,246044.3962,0.90419359,0.275927477,0.221888846,-5.074069231,0.084275897,127.5478654,0.337451026,46.73076923,3,1
melodic deathcore,0.032267552,0.448016484,232457.6538,0.954571429,0.115509429,0.174845055,-3.525758242,0.162470879,122.0047088,0.209231319,44.31318681,7,1
melodic dubstep,0.112564248,0.523873377,230173.5179,0.743975649,0.185432302,0.183198701,-5.052488636,0.078343182,132.2663523,0.184685065,51.47727273,2,1
melodic groove metal,0.00177078,0.368590909,295572.2955,0.94525,0.019105407,0.172993182,-5.382977273,0.143590909,141.9098636,0.24795,50.77272727,7,1
melodic hard rock,0.115389664,0.483772727,261481.5606,0.737757576,0.046434133,0.2428,-8.303151515,0.044545455,124.476803,0.324054545,42.42424242,7,1
melodic hardcore,0.028842323,0.422593311,186663.7314,0.885635225,0.039476319,0.252477391,-5.902807759,0.088382605,130.6212222,0.494067729,43.3858854,4,1
melodic metal,0.108341928,0.43851,275780.42,0.8094,0.07908438,0.233762,-6.39626,0.068539,136.0958,0.39564,46.46,10,1
melodic metalcore,0.058822497,0.420615359,233520.8192,0.892209883,0.088929396,0.226745889,-5.073060888,0.117343509,128.3394408,0.314971383,46.03197898,7,1
melodic rap,0.177528324,0.73288858,201703.4166,0.612468921,0.019175646,0.158661374,-7.320603768,0.16095289,125.5121169,0.474627098,60.65897787,1,1
melodic thrash,0.001400286,0.345060922,269047.7794,0.951278725,0.089128754,0.177447348,-5.136715278,0.11633447,146.9358617,0.331358239,42.61647727,7,1
meme rap,0.258654374,0.776839866,165242.1488,0.590472999,0.05197014,0.182923018,-9.12344652,0.262208631,122.5855951,0.53313236,62.83282509,1,1
memphis americana,0.22822,0.602,205069.2,0.6141,0.00031541,0.09599,-9.21,0.03566,107.1537,0.5175,37.3,11,1
memphis blues,0.689294749,0.602483828,200754.1876,0.435102878,0.101165695,0.151665387,-11.84899369,0.071422312,118.9975214,0.674163168,19.40159378,2,1
memphis hip hop,0.083541563,0.787008846,251544.1608,0.737059112,0.004452385,0.184529108,-5.80701205,0.209156322,129.7064556,0.585795323,45.29872075,1,0
memphis soul,0.430040002,0.577976273,233336.5219,0.44890398,0.117837529,0.188023314,-11.76155698,0.047390844,124.1231483,0.658653281,30.02409118,0,1
mento,0.9446,0.686066667,149919.2444,0.514483333,0.061056422,0.225955556,-8.791433333,0.130903333,103.9474333,0.875133333,11.64444444,5,1
merengue,0.401977913,0.698529386,258631.5229,0.71314821,0.019353808,0.150646724,-8.272269761,0.084603764,133.9746961,0.849584685,36.23819787,5,1
merengue tipico,0.299999218,0.632684559,269823.9965,0.738436461,0.00947989,0.110296196,-7.477221964,0.119198408,149.4121484,0.862453085,34.80128205,9,1
merseybeat,0.414730859,0.535046205,166787.7078,0.565475235,0.037651652,0.187123118,-9.751908481,0.054584568,121.8051328,0.669231579,34.07084071,7,1
messianic praise,0.6565,0.327142857,262748.5,0.261085714,0.000223087,0.447928571,-16.91057143,0.040457143,127.4843571,0.292357143,45.42857143,7,1
metal,0.042422864,0.382376436,270221.177,0.854478168,0.200609719,0.231645661,-7.497374168,0.086485408,128.2182813,0.36561087,41.38702146,9,1
metal guitar,0.082897218,0.392369048,272305.2467,0.797827857,0.400351278,0.215184286,-9.364866667,0.084353167,127.7621207,0.297914286,38.78928571,6,1
metalcore,0.064753924,0.422694711,227134.6093,0.881227135,0.059242873,0.212145644,-5.001606976,0.114013362,129.5726291,0.325873312,46.06439692,7,1
metropopolis,0.185840456,0.58667022,241362.0354,0.683367319,0.094807335,0.166618894,-6.762344276,0.059729676,125.396181,0.440065125,53.72526916,5,1
mexican classic rock,0.420627348,0.5385006,223757.0888,0.558969349,0.165870615,0.174632691,-11.30011456,0.050730924,124.4777281,0.680634742,33.93629653,7,1
mexican classical,0.986052632,0.456263158,177064.8947,0.063083158,0.769705263,0.120042105,-27.25857895,0.051015789,96.36968421,0.438789474,1.315789474,9,1
mexican electronic,0.038456286,0.883285714,267645.0476,0.683857143,0.040387445,0.166995238,-11.4412381,0.110980952,121.123,0.81152381,40.14285714,7,0
mexican hip hop,0.1183079,0.774896597,258294.5797,0.670790858,0.008457044,0.162689708,-5.88050292,0.144993205,107.5234672,0.657583849,51.66962219,8,1
mexican indie,0.260660667,0.653790741,245164.9852,0.632284259,0.004799883,0.217071296,-8.012294444,0.047168333,121.9312213,0.545994444,60.9287037,9,1
mexican pop,0.329482881,0.64486454,234076.7254,0.608410125,0.008897643,0.188042003,-7.738077387,0.057000455,126.849264,0.54324894,55.38774573,7,1
mexican pop punk,0.00885,0.568,313933,0.734,1.29E-06,0.162,-4.108,0.0279,99.993,0.642,62,10,1
mexican rock,0.156773119,0.589250838,246789.654,0.727802131,0.036304133,0.202693593,-7.367966143,0.064392954,133.6689915,0.606758157,54.36477612,7,1
mexican rock-and-roll,0.647786417,0.520552546,171515.2173,0.46881666,0.021344473,0.189780997,-10.57703513,0.042342748,116.1465683,0.641581624,36.82206827,7,1
mexican son,0.67447619,0.381714286,171286.3333,0.625333333,0.665431429,0.286457143,-9.652047619,0.066214286,112.0494286,0.803904762,9.238095238,10,1
mexican traditional,0.632442857,0.724285714,161284.7857,0.495285714,0.000185536,0.151435714,-7.832857143,0.069357143,142.943,0.929,24.78571429,11,1
miami bass,0.034942751,0.812905148,245870.1583,0.61618126,0.032272924,0.185011725,-12.54779404,0.168910274,129.3918426,0.622746737,38.84293592,7,1
miami hip hop,0.144658602,0.725405763,219859.5503,0.675684209,0.007471891,0.24384467,-7.382131688,0.196597879,122.421717,0.522487286,52.97643524,1,1
miami indie,0.061111111,0.396555556,223970.2222,0.719888889,0.004143333,0.147411111,-5.532,0.048677778,83.878,0.613777778,49.11111111,11,1
miami metal,0.00365212,0.5398,212582.6,0.8654,0.0455344,0.2244,-4.3214,0.05826,98.587,0.4572,53.6,10,0
michigan indie,0.468,0.527,297237.5,0.7795,0.02005695,0.13675,-9.392,0.1412,109.7695,0.585,35.5,2,1
microhouse,0.420415127,0.531430211,318263.1375,0.458683088,0.637586649,0.13977,-13.53245439,0.053306702,115.5191737,0.273064912,46.33298246,1,0
microtonal,0.842666667,0.260833333,1644773.333,0.375333333,0.807333333,0.138666667,-14.736,0.045166667,130.8176667,0.081333333,25.33333333,7,1
middle earth,0.868751812,0.221565846,173864.7483,0.093871218,0.279223124,0.111595872,-25.26101123,0.036033919,90.6395928,0.214668083,50.10816498,7,0
middle eastern traditional,0.988583333,0.274291667,299907.5,0.55575,0.611854167,0.447291667,-9.445,0.062141667,84.36704167,0.398833333,0,2,1
midwest americana,0.27735655,0.43895,242835.55,0.57935,0.002605263,0.2163,-6.8474,0.04723,114.092,0.4482,47.35,3,1
midwest emo,0.065381722,0.455667535,205073.5755,0.741876736,0.075117791,0.187463455,-7.064144097,0.070982986,131.3262422,0.498028299,45.77777778,1,1
military cadence,0.797923077,0.540307692,152108.7692,0.303176923,0.008796742,0.225823077,-11.56630769,0.039430769,112.3292308,0.554615385,19.30769231,0,1
military rap,0.248831111,0.713190741,189129.1852,0.557009259,0.296333869,0.248238889,-9.616038889,0.133330741,130.4728685,0.519164815,56.48703704,9,1
milwaukee indie,0.460897333,0.693333333,211696.6667,0.544666667,0.117432667,0.122833333,-9.399,0.037183333,97.207,0.3595,53,8,1
mindfulness,0.602416667,0.223591667,121538.75,0.827010317,0.912916667,0.82725,-21.70275,0.0469,73.66933333,0.004885833,62.33333333,1,0
minecraft,0.345032762,0.584457143,199394.7476,0.533347762,0.302175933,0.121819048,-12.04109048,0.101896667,116.5598143,0.371625238,56.14285714,11,1
minimal tech house,0.340516833,0.648044444,287486.6,0.591922222,0.391313333,0.295211111,-10.27237778,0.060378889,123.8227778,0.478182222,48.33333333,6,1
minimal techno,0.406345925,0.625927778,336747.9833,0.436647222,0.78732,0.146256944,-13.70742778,0.051444722,120.4130278,0.257599722,44.5,7,1
minimal wave,0.032591376,0.635212121,280981.4242,0.717818182,0.401070079,0.310936364,-9.428060606,0.063242424,130.1249394,0.424915152,31.81818182,6,0
minimalism,0.859200421,0.32330346,429312.0593,0.187835879,0.623422536,0.115796636,-23.1285314,0.047724604,99.74819903,0.228315526,38.35073815,7,1
minneapolis indie,0.253643488,0.607140432,242136.8086,0.642489198,0.158284692,0.169758488,-8.065118827,0.082519907,129.0907639,0.547892901,29.53240741,9,1
minneapolis punk,0.00072259,0.333166667,178991.1667,0.9325,0.144944105,0.2875,-5.357,0.1439,155.0813333,0.459833333,40.16666667,11,1
minneapolis sound,0.192152247,0.713174974,328093.3029,0.577971092,0.093102771,0.174232624,-11.12332387,0.054369783,119.8090001,0.671604316,38.57240748,11,1
minnesota hip hop,0.19227123,0.721036,218941.5647,0.670470996,0.002050752,0.17895276,-6.036933547,0.203609278,113.8771301,0.573686018,49.9767094,8,1
mississippi indie,0.345733333,0.608,240846.3333,0.555333333,0.0030518,0.139333333,-9.090666667,0.091,114.632,0.331666667,48,11,1
mizrahi,0.262733333,0.244238095,240830.7619,0.549314286,0.176452381,0.095,-11.31928571,0.043057143,89.27757143,0.460461905,37.14285714,0,0
mluvene slovo,0.674,0.493,202560,0.588,3.78E-06,0.128,-5.821,0.0574,147.049,0.731,0,5,0
mod revival,0.085860013,0.439986111,198783.6944,0.754958333,0.015823736,0.261752778,-8.166041667,0.058390278,149.7278472,0.635152778,38.38888889,4,1
modern alternative rock,0.112057621,0.555549844,231443.7787,0.747895787,0.062157541,0.187461434,-5.945811333,0.067582595,122.6428021,0.486961947,55.21217374,2,1
modern big band,0.33845,0.468,500647,0.6405,0.1302995,0.2595,-9.365,0.09115,123.6515,0.62,37.5,8,1
modern blues,0.330254726,0.543723393,303081.3885,0.575920919,0.091564916,0.219951009,-9.550459353,0.048058983,119.6256857,0.565130111,41.70296712,9,1
modern blues rock,0.180352639,0.506984138,265694.3952,0.693451343,0.077998779,0.222728675,-6.706245042,0.063233558,118.1968048,0.51393046,48.88582243,7,1
modern bollywood,0.498764091,0.63489427,281345.7786,0.528631053,0.070674629,0.174097261,-9.727938359,0.087903021,106.7811358,0.63045934,35.35999681,7,1
modern country rock,0.212357405,0.573833216,223744.5381,0.698284969,0.029737937,0.190463214,-6.267547054,0.063948358,122.6949353,0.541466239,52.22210919,7,1
modern dream pop,0.341909053,0.528752882,253464.7081,0.627439937,0.364020675,0.137918709,-8.425554261,0.035806942,122.6325858,0.483554837,50.04649123,2,1
modern folk rock,0.382705871,0.570517697,270528.2886,0.573151044,0.082185577,0.165151595,-8.614584198,0.05038549,122.2121155,0.526335132,49.92062586,0,1
modern free jazz,0.961,0.308,157889,0.308,0.824,0.187,-12.95,0.0395,116.145,0.355,0,2,1
modern funk,0.237490016,0.677756631,298974.5558,0.657199299,0.359741608,0.16089568,-8.908387523,0.064398705,114.7360759,0.680392321,43.3251222,0,1
modern hard rock,0.070653482,0.527744048,231131.6976,0.735970238,0.011674791,0.208533214,-6.857780952,0.053923869,112.4531982,0.493026786,46.3125,11,1
modern jangle pop,0.354,0.794,179658,0.476,0.00307,0.332,-4.337,0.0558,129.827,0.471,60,2,0
modern jazz piano,0.688065934,0.479098901,367197.5495,0.185448352,0.641402544,0.170645055,-21.13643956,0.079946154,90.95623077,0.205520879,49,3,1
modern jazz trio,0.718138889,0.482555556,349993.6944,0.321280556,0.839388889,0.147988889,-16.22377778,0.049152778,120.9952778,0.313183333,45.33333333,0,1
modern old-time,0.634613333,0.5985,232196.3667,0.658133333,2.89E-05,0.28994,-7.582566667,0.07663,115.9482333,0.805433333,46.7,4,1
modern performance,0.8336,0.3209,402460,0.19841,0.60764176,0.13489,-21.334,0.04076,118.837,0.21369,30.7,10,1
modern power pop,0.093989516,0.482713689,191656.2103,0.779146018,0.166286228,0.246569608,-6.151222093,0.044586594,125.3009399,0.52342534,45.86104143,9,1
modern psychedelic folk,0.0555,0.798,386360,0.748,0.105,0.0615,-12.163,0.036,122.429,0.896,55,11,0
modern reggae,0.212854103,0.704663283,250015.7026,0.590281822,0.013271095,0.171553255,-7.695807876,0.202564243,120.1194146,0.699715187,46.93323602,7,1
modern rock,0.143461977,0.537522359,234262.5213,0.722891824,0.071519576,0.190323293,-6.47612661,0.06407961,125.0786669,0.48305071,52.91214905,7,1
modern salsa,0.399510359,0.652390523,292198.9224,0.680136983,2.89E-05,0.159375967,-7.587049837,0.05427195,110.9081217,0.811828894,47.53159041,5,1
modern samba,0.5345,0.71025,193943.25,0.43125,1.15E-05,0.09655,-12.291,0.0605,130.53375,0.80775,36.25,7,1
modern ska punk,0.100045181,0.54279637,198176.5233,0.823074186,0.049178377,0.226479259,-5.693368002,0.086570776,127.1303757,0.688920729,41.34039096,0,1
modern southern rock,0.110825469,0.550939708,261569.267,0.713386396,0.043306871,0.184544443,-6.522395655,0.052794291,117.9682564,0.565652137,45.2954416,11,1
modern string quartet,0.301324444,0.362,278757.037,0.629511111,0.260822222,0.174185185,-8.18962963,0.04692963,147.032037,0.222422222,42.2962963,0,1
modern swing,0.701,0.612,186553.75,0.54175,0.42110875,0.376175,-11.97425,0.061175,117.969,0.746,2,6,1
modern uplift,0.046690909,0.515272727,202718.9091,0.860272727,0,0.149763636,-3.206181818,0.058845455,148.7606364,0.599272727,58,10,1
modular synth,0.765,0.268,1093822.333,0.232,0.901666667,0.423333333,-20.48666667,0.039766667,124.5166667,0.035866667,27.66666667,5,1
moldovan pop,0.113546667,0.784,229388.4,0.880066667,0.006746667,0.072993333,-4.528733333,0.039,128.8548667,0.577133333,51.4,0,1
mollywood,0.823625,0.617625,244124.875,0.239925,0.000779325,0.1545625,-11.94775,0.336175,102.79575,0.567,11.625,5,1
monastic,0.899888515,0.255590243,172594.0442,0.190624192,0.27433966,0.162510415,-21.827293,0.053175588,102.6694127,0.151353511,32.86232493,9,1
mongolian pop,0.172,0.565,244349,0.968,0,0.284,-1.965,0.235,170.026,0.682,52,10,0
monterrey indie,0.206,0.506,228581,0.614,0.0205,0.0889,-4.628,0.0312,99.783,0.371,6,5,0
montreal indie,0.296016296,0.71787037,227201.6852,0.5495,0.033095219,0.25262963,-8.485203704,0.129944444,93.48916667,0.458422222,56.59259259,7,1
moog,0.683078009,0.466515521,189997.0853,0.401344372,0.525061384,0.141347624,-16.45599303,0.067252036,123.2200504,0.546103513,23.54051677,1,1
moombahton,0.064390494,0.674051771,235146.0016,0.81617127,0.167189798,0.223137445,-4.522116369,0.082076552,122.9241395,0.534568146,56.25529353,7,1
moravian folk,0.914,0.365,159552,0.247,0.00593,0.56,-10.872,0.0444,178.493,0.657,0,10,1
morna,0.77875,0.61775,270966.75,0.455,0.0002308,0.146575,-11.742,0.035875,108.6985,0.607,53.5,4,1
moroccan pop,0.0789,0.656,215781,0.729,0,0.133,-4.223,0.0765,95.974,0.438,63,5,0
motivation,0.675996094,0.639640625,329012.7188,0.285730469,6.38E-06,0.204157812,-19.1575,0.833109375,95.14323828,0.573107031,20.25,6,1
motown,0.400691898,0.596080286,232237.1097,0.542918499,0.039204976,0.187807353,-10.37186958,0.05685301,116.9031979,0.668084239,35.53918372,0,1
mountain dulcimer,0.940216587,0.403889423,186543.0262,0.091494385,0.000596996,0.239483365,-21.11458293,0.054503293,107.7121411,0.338089904,9.2625,7,1
movie tunes,0.701362522,0.483516176,178027.5642,0.365591403,0.064741677,0.209040421,-13.48493546,0.09680766,111.2890344,0.464665247,42.72517136,0,1
mpb,0.504978944,0.572517531,212623.6205,0.52096504,0.061222608,0.189047551,-11.12751319,0.061346247,118.0327217,0.630799352,40.90558143,9,1
music box,0.483333333,0.754666667,116951.3333,0.639,0.000222933,0.099866667,-9.252333333,0.0787,107.3616667,0.508,51.33333333,4,1
music hall,0.943337662,0.685454545,213475.5091,0.369137143,0.203985909,0.298412987,-14.03477662,0.222811429,113.7710182,0.778054545,10.14805195,0,1
musica afroperuana,0.59,0.691,301427,0.805,0,0.0975,-6.81,0.0947,142.503,0.866,65,2,0
musica antigua,0.995,0.521,157492.5,0.12522,0.879,0.1265,-24.856,0.07245,98.515,0.5015,0,4,1
musica aragonesa,0.13715072,0.50224,265874.72,0.83328,0.025882526,0.187984,-5.28132,0.045292,136.79572,0.51232,48.2,11,0
musica ayacuchana,0.681,0.589,270380,0.7795,5.57E-05,0.135,-5.186,0.0375,125.593,0.733,45.5,7,1
musica canaria,0.491166667,0.785166667,187229.1667,0.6255,0.002166667,0.075666667,-5.258666667,0.105983333,107.3621667,0.675666667,75.33333333,6,1
musica de fondo,0.99,0.156,202796,0.11,0.991,0.104,-24.097,0.0412,68.262,0.0382,53,0,1
musica infantil,0.258,0.7075,265086.5,0.7665,0.000555775,0.2297,-12.2205,0.1035,138.4395,0.808,41.5,1,1
musica infantil catala,0.0063,0.605,124133,0.826,0.881,0.0614,-6.837,0.0427,144.07,0.568,42,8,1
musica jibara,0.744833333,0.610166667,164644.3333,0.472166667,7.30E-05,0.136583333,-7.8965,0.042766667,125.796,0.8175,9.833333333,7,0
musica llanera,0.666018382,0.620419118,226242.8456,0.430639706,0.008429657,0.107623897,-11.14979044,0.058230147,123.1000919,0.672595588,36.40808824,7,1
musica nativista,0.9602,0.6442,162554.4,0.4242,0.9138,0.1648,-13.1112,0.04138,85.5988,0.8036,4,8,1
musica para ninos,0.429666667,0.440333333,110927,0.2780067,0.269666667,0.159366667,-12.446,0.060333333,80.23,0.547666667,38.66666667,5,1
musica piemonteisa,0.968,0.452,200673,0.4015,0.01405,0.2097,-11.518,0.1413,157.2175,0.7485,2,8,1
musica popular paraense,0.5945,0.54055,200417.2167,0.502133333,0.00123931,0.233506667,-9.363266667,0.066073333,131.21305,0.464866667,43.33333333,6,1
musica potosina,0.252080952,0.714690476,221767.8571,0.69052381,0.001851957,0.123054762,-5.447261905,0.045116667,99.59735714,0.775857143,43.57142857,7,1
musica prehispanica,0.973833333,0.5855,127637.6667,0.361333333,0.358566667,0.362166667,-19.287,0.318966667,119.1571667,0.800833333,2.333333333,7,1
musica sarda,0.866333333,0.587,182733.3333,0.316666667,0.000231357,0.0937,-13.74766667,0.290933333,130.2723333,0.828,44.33333333,7,0
musical advocacy,0.1765,0.5635,324933,0.5445,1.67E-05,0.08685,-11.0955,0.0399,93.996,0.3205,58.5,4,1
musikkorps,0.861,0.643166667,176424.5,0.6155,3.56E-05,0.246666667,-7.346,0.0402,115.9236667,0.590166667,27.33333333,3,1
musique concrete,0.694,0.480333333,318986.6667,0.285,0.0283434,0.462333333,-15.92766667,0.091866667,102.6173333,0.332666667,10.66666667,0,1
musique guadeloupe,0.0527,0.776,229333,0.656,0.565,0.0445,-14.316,0.0341,99.981,0.966,24,4,1
musique peule,0.016,0.478,266931,0.704,0,0.09,-8.271,0.0471,149.903,0.228,56,1,0
musique pour enfant quebecois,0.773,0.782,45004,0.344,0,0.0848,-7.504,0.0582,134.746,0.953,46,3,1
musique pour enfants,0.913,0.473,1622000,0.0492,0.000276,0.322,-21.929,0.0725,120.51,0.122,25,0,1
musique touareg,0.561,0.535,452507,0.364,0.0284,0.122,-14.112,0.0352,93.217,0.47,44,7,1
muzica populara,0.936697727,0.477451515,165905.2955,0.309743939,0.022144323,0.208409167,-13.18912652,0.050162197,102.3646818,0.557944697,0.253409091,7,1
muziek voor kinderen,0.721,0.753,77700,0.2255,0,0.18945,-13.902,0.0911,98.872,0.7665,40,9,1
muzika l'yeladim,0.802,0.684,41000,0.19,0.000327,0.123,-9.642,0.0508,114.31,0.541,34,4,1
naija worship,0.2445,0.378333333,428948.8333,0.628333333,2.67E-07,0.479333333,-7.113833333,0.063966667,106.7338333,0.272166667,49.83333333,7,1
narodna muzika,0.324953333,0.569566667,200846.2333,0.603433333,0.000523317,0.239853333,-8.3476,0.041646667,111.7669667,0.6619,39.83333333,7,0
nashville americana,0.513538889,0.557111111,223876.8889,0.430888889,8.38E-05,0.189544444,-9.792166667,0.100022222,116.6348333,0.521222222,51.83333333,7,1
nashville indie,0.459786,0.54496,225602.04,0.65868,1.99E-05,0.195168,-6.1588,0.041864,129.44136,0.3586,60.12,4,1
nashville singer-songwriter,0.526478896,0.515314187,241021.0333,0.434280193,0.009753325,0.170368707,-10.08682533,0.055229275,110.2513085,0.307011051,55.3618447,9,1
nashville sound,0.627932392,0.547043684,168244.088,0.401422344,0.070050985,0.169964668,-11.94790712,0.045949649,115.4364199,0.595227144,31.29051569,7,1
native american,0.701394571,0.412425105,266223.1856,0.27538517,0.432411943,0.142094819,-19.88295764,0.065919927,100.770255,0.453650321,39.19185795,11,1
native american flute,0.967785813,0.296108127,331480.1825,0.127369828,0.610944408,0.146377893,-24.00994904,0.076111226,94.01148554,0.379360744,40.59710744,2,0
native american hip hop,0.079,0.6545,204692,0.7245,0.03065,0.16105,-6.2205,0.232,104.804,0.6595,49.5,3,1
navajo,0.864613636,0.457136364,132542.7955,0.242892386,0.193440909,0.197203409,-16.32301136,0.066078409,125.5649205,0.520859091,10.78409091,11,1
nc hip hop,0.260397469,0.682578082,244240.8898,0.61888246,0.0007212,0.228546748,-6.876241038,0.287740743,108.6689584,0.528470453,58.01018012,7,1
nederpop,0.293817745,0.512399074,212577.6278,0.594456944,0.106982316,0.158438889,-9.356947222,0.042633426,125.2695509,0.557916667,40.84351852,7,1
neo classical metal,0.059484342,0.419453653,299635.0495,0.82812122,0.242038939,0.248657003,-7.545227547,0.071602408,133.796317,0.410069482,43.0771377,11,1
neo kyma,0.75,0.437,179840,0.371,0.121,0.0964,-10.648,0.0291,136.411,0.507,27,2,0
neo mellow,0.38498888,0.535748791,232851.6361,0.556677285,0.023817719,0.160618803,-8.193078623,0.049504857,120.946221,0.43875299,52.88924313,0,1
neo r&b,0.403917644,0.64704023,278661.3046,0.504591954,0.011202151,0.173188506,-9.638057471,0.155637356,102.6125402,0.475218391,53.3908046,7,0
neo soul,0.27262276,0.651103592,264536.4252,0.5516418,0.014847323,0.164171069,-8.161177123,0.096993816,114.8024141,0.516221883,47.56975664,11,1
neo-classical,0.854230447,0.375884851,219641.5656,0.187983105,0.799115258,0.123738212,-21.27170631,0.044248357,104.7855426,0.232984676,51.56828885,1,1
neo-pagan,0.557836,0.4628,235328,0.342,0.115238004,0.09846,-15.5054,0.03998,93.8506,0.29924,35.2,6,1
neo-progressive,0.2820003,0.29526,382524.8,0.453226667,0.13220218,0.120218667,-12.27132,0.038541333,117.5626333,0.268249333,36.09333333,2,1
neo-psychedelic,0.223772541,0.492182686,255763.6003,0.651583502,0.304816925,0.179400254,-7.752620644,0.050854485,120.2578253,0.50181697,51.93280595,7,1
neo-rockabilly,0.642,0.599333333,133719.6667,0.85,1.19E-06,0.319666667,-5.970666667,0.101533333,125.7133333,0.852666667,14,4,1
neo-singer-songwriter,0.594795833,0.639317857,208280.3524,0.418330952,0.000235655,0.100742857,-8.406683333,0.044769405,116.4080476,0.374825,58.67261905,11,1
neo-synthpop,0.12569281,0.587304781,255762.1215,0.737602594,0.095442954,0.166406078,-6.315319706,0.049613361,127.6733227,0.495377878,51.75241327,6,1
neo-trad metal,0.006296152,0.316722222,263846.8333,0.882944444,0.046003633,0.243166667,-6.987333333,0.092433333,147.2837778,0.380988889,37.11111111,0,1
neo-traditional bluegrass,0.666270833,0.5688875,219723.9167,0.475891667,0.007302495,0.220879583,-9.7192875,0.033574583,141.9294,0.573875,41.7375,7,1
neo-traditional country,0.60617619,0.527238095,268474.5714,0.57947619,0.013336591,0.463047619,-8.895285714,0.056647619,122.7615238,0.721666667,20.47619048,5,1
neoclassical darkwave,0.48994207,0.413378668,247234.8886,0.392570538,0.444420049,0.128834127,-13.82949056,0.044590265,101.5855357,0.272742637,41.69166667,6,1
neoclassicism,0.931850452,0.335689506,285652.3474,0.20155056,0.649941573,0.149944901,-20.270354,0.065650512,110.2036671,0.233607227,4.138275467,0,1
neofolk,0.373266667,0.379333333,247551.3333,0.547333333,0.343333333,0.226666667,-10.74733333,0.034633333,108.1663333,0.409,37.33333333,4,0
neon pop punk,0.07743595,0.538165776,219141.2017,0.800086815,0.013930666,0.20077495,-4.834189791,0.068029326,129.5114863,0.56466482,49.90346185,1,1
